id,ground_truth,en_pred,ar_pred,en_correct,ar_correct,quadrant,input_english,input_arabic
1654,C,B,B,0,0,both_wrong,"MYOD transforms non-muscle cells into myoblasts via a mechanism of:
A) Cytoplasmic determinants
B) Induction
C) Lateral inhibition
D) Synaptic regulation","ال MYOD تحول الخلايا غير العضلية لأرومات عضلية تعمل بألية

الاختيارات:
A. المحددات السيتوبلاسمية
B. التحريض
C. التثبيط الجانبي
D. الضبط التوالفي"
3200,A,C,C,0,0,both_wrong,"My uncle, Rabea Alawi Ayman, has a similar condition caused by an injury to:
A) the temporal lobe
B) the parietal lobe
C) the optic nerve
D) the optic chiasm
E) the optic tract","عمي ربعي علوي أيمن مماثل يحدث بسبب إصابة في:

الاختيارات:
A. الفصل الصدغي
B. الفصل الجداري
C. العصب البصري
D. التصالب البصري
E. السبيل البصري"
1840,D,A,A,0,0,both_wrong,"The cell's fate is determined by the following checkpoint: (Choose the correct answer)
A) G1

B) G2

C) M

D) G0","تتحكم بقرار مصير الخلية نقطة التحقق : (اختر الإجابة الصحيحة)

الاختيارات:
A. G1.
B. G2.
C. M.
D. G0."
739,E,A,C,0,0,both_wrong,"Regarding the knee joint, all of the following are true except:
A) The thigh articulates with the patella, fibula, and tibia.
B) The knee contains anterior and posterior cruciate ligaments.
C) The popliteal tendon is located within the joint.
D) Joint stability depends on the lateral and medial collateral ligaments.
E) The medial meniscus attaches to the medial collateral ligament.","فيما يخص مفصل الركبة كل مما يلي صحيح ماعدا:

الاختيارات:
A. هو تمفصل الفخذ مع الرضفة والشظية والظنبوب
B. يوجد ضمن الركبة رباط متصالب أمامي وخلفي
C. إن وتر المأبضية داخل المفصل
D. تعتمد ثباتية المفصل على الأربطة الخارجية والداخلية
E. الغضروف الهلالي الأنسي يرتبط مع الرباط الجانبي الأنسي"
4280,A,C,B,0,0,both_wrong,"In modern centers, IgG antibodies are taken and:
A) the hypermutated portion
B) the mutated portion
C) the portion that binds to the antigen
D) the antibody is never cut","في المراكز الحديثة يتم اخذ الاجسام الضدية من IgG وقطع :

الاختيارات:
A. الجزء المفرط التغير
B. الجزء المتغير
C. الجزء الذي يرتبط بالمستضيد
D. لا يتم قطع الجسم الضدي ابدا"
2468,B,D,D,0,0,both_wrong,"Low-temperature thermal imagers use:
A) Grooved arrays
B) Planar-cycle arrays
C) Concentric arrays
D) A, C","تستخدم المصورات الحرارية المنخفضة:

الاختيارات:
A. صفائف محززة
B. صفائف مستوية الدورة
C. صفائف متحدة المركز
D. A ,C"
2446,B,C,C,0,0,both_wrong,"Dark spots (black spots) on an X-ray film indicate the presence of:
A) Low-density soft tissue.

B) Air.

C) High-density bone tissue.

D) Fat tissue.","تدل البقع الداكنة السواد في فيلم التصوير الشعاعي على وجود؟ في مسار حزمة الأشعة السينية:

الاختيارات:
A. نسيج رخو قليل الكثافة.
B. هواء.
C. نسيج عظمي عالي الكثافة.
D. نسيج شحمي."
1459,D,C,C,0,0,both_wrong,"Delay in separating plasma or serum from red blood cells leads to a deficiency in:
A) Cholesterol.

B) Uric acid.

C) Potassium.

D) Glucose.","يؤدي التأخر في فصل البلازما أو المصل من الكريات إلى نقص:

الاختيارات:
A. الكولسترول.
B. حمض البول.
C. البوتاسيوم.
D. الغلوكوز."
4419,C,B,B,0,0,both_wrong,"Increased blood flow
A) makes PCO2 transcription 10 mM
B) increases PCO2 tissue
C) makes PCO2 tissue approach 40 mM
D) All of the above are true","زيادة الجريان الدموي

الاختيارات:
A. يجعل pco2 النسخ 10 ممز
B. يزيد pco2 النسج
C. يجعل Pco2 النسج يقارب 40 ممز
D. كل ما سبق صحيح"
2910,A,B,B,0,0,both_wrong,"The slowest molten layer occurs in viscous molten state within a circular tube at: A) the perimeter of the tube
B) the center of the tube
C) the middle of the layers
D) all of the above","يكون أبطئ حريان للطبقة في حالة الحريان اللزج داخل أنبوب دائري المقطع في :

الاختيارات:
A. محيط الأنبوب
B. مركز الأنبوب
C. وسط الطبقات
D. كل ما سبق صحيح"
3786,C,D,D,0,0,both_wrong,"In the advanced stage of salicylic acid poisoning, all of the following occur except:
A) Fever
B) Hemorrhagic gastritis
C) Respiratory alkalosis
D) Hyperglycemia
E) Hypotension","في المرحلة المتقدمة من التسمم الصفصافي يحدث كل مما يلي ماعدا

الاختيارات:
A. ارتفاع حرارة
B. التهاب معدة نزفي
C. قلاء تنفسي
D. D. زيادة سكر الدم
E. هبوط ضغط"
768,B,A,C,0,0,both_wrong,"T3 synthesis: A) Lipid
B) Amino
C) Glycoglycerol
D) None of the above","تركيب T3 :

الاختيارات:
A. شحمي
B. أميني
C. سكري
D. لا شيء مما سبق"
2204,D,B,C,0,0,both_wrong,"All of the following are true about retarded energy EXCEPT:
A) It is synthesized in stages in fragments
B) Its length is approximately 1000-2000 nm in eukaryotes
C) Each fragment requires its own specific substrate for synthesis
D) The enzyme ligand links these fragments","كل ما يلي صحيح عن الطاق المتلكئ ماعدا:

الاختيارات:
A. يصنع علي مراحل بشكل شدف
B. طوله نحو 1000_2000 عند حقيقيات النوي
C. كل شدفة تحتاج إلي شرع خاص بها ليتم اصطناعها
D. يربط إنزيم الليغار بين هذه الشدف"
4228,B,A,A,0,0,both_wrong,"Red blood cells:
A) originate in the bone marrow from oligomeric stem cells.

B) The specialized cells that produce them are called CFU-Es.

C) One of their differentiation stages is the megakaryocyte.

D) Interleukin-2 helps them divide.","الكريات الحمراء:

الاختيارات:
A. تنشأ في نقي العظم من خلايا جذعية قليلة القدرات.
B. الخلايا المتخصصة بإنتاجها تدعى CFU-E.
C. من مراحل تمايزها ال Megakaryocyte
D. يساعد على انقسامها الانترلوكين - ٢."
3547,C,D,D,0,0,both_wrong,"In gas exophthalmos: (Incorrect)
A) It occurs as a result of a fracture in the medial orbit
B) The exophthalmos is initially mild
C) It requires prompt surgical treatment
D) Gas exophthalmos increases if the patient frequently blows air through the nose
E) The swelling of the eyelid gives a popping sensation to the palpation of the eyelid","في الجحوظ الغازي: (الخاطئة)

الاختيارات:
A. يحدث نتيجة كسر في الحجاج الانسي
B. يكون الجحوظ في البدء معتدلا
C. يحتاج لعلاج جراحي سريع
D. يزداد الجحوظ الغازي اذا اكثر المريض من اخراج الهواء من الانف
E. انتباج الجفن يعطي جسها شعورا بالفرقعة الثلجية"
4798,C,A,A,0,0,both_wrong,"A type 1 error is:
A) Rejecting hypothesis H₀ even though it is true
B) Accepting hypothesis H₀ even though it is false
C) Rejecting hypothesis H₀ even though it is true
D) Rejecting hypothesis H₁ even though it is false","الخطأ من النوع الأول هو:

الاختيارات:
A. رفض الفرضية H₀ رغم أنها صحيحة
B. قبول الفرضية H₀ رغم أنها خاطئة
C. رفض الفرضية H₀ رغم أنها صحيحة
D. رفض الفرضية H₁ رغم أنها خاطئة"
4941,A,B,D,0,0,both_wrong,"3. A 56-year-old patient presented with severe upper quadrant abdominal pain for one week, accompanied by a spiking fever and significant discomfort. He also had signs of peritoneal irritation in the right upper quadrant and a palpable mass. What is the likely diagnosis?

A) 1. Pyuria (suppurative cholecystitis).

B) 2. Acute cholecystitis.

C) 3. Myxocalacia (cholecystitis).

D) 4. Peritonitis following gallbladder perforation.

E) 5. Enterocolitis due to gallstones.","3. راجع مريض يبلغ من العمر 56 سنة بألم شديد في أعلى 4 البطن منذ أسبوع مع حرارة spiking fever وكان غير مرتاح بشدة مع وجود علامات لتخريش بريتواني في الربع العلوي الأيمن مع جس كتلة ما هو التشخيص المحتمل؟

الاختيارات:
A. 1. تقيح مرارة.
B. 2. التهاب مرارة حاد.
C. 3. قيلة مخاطية في المرارة.
D. 4. التهاب بريتوان تالي لانثقاب مرارة.
E. 5. خزل معوي بسبب حصاة مرارية."
4747,B,D,A,0,0,both_wrong,"We have a sample size of 50, with the smallest unit being 13.5 and the largest unit being 18.5. Therefore: K=6
A) W=0.81
B) W=0.8
C) W=6
D) All of the above are incorrect","لدينا عينة حجمها 50وأصغر مفردة 13.5 وأكبر مفردة 18.5 فإن: K=6

الاختيارات:
A. W= 0.81
B. W=0.8
C. W=6
D. كل ما سبق خطأ"
2292,B,D,A,0,0,both_wrong,"The angle of refraction that corresponds to the angle of incidence is called:
A) Critical angle
B) Obtuse angle
C) Eleven angle
D) Angle of refraction","زيادة الورود التي تقابل زاوية انكسار تدعى :

الاختيارات:
A. الزاوية الحرجة
B. الزاوية المنفرجة
C. الزاوية الحادية
D. زاوية الانكسار"
83,A,D,D,0,0,both_wrong,"The Gallaudet fascia represents:
A) The deep fascia of the perineum.

B) The deep fascia of the scrotum.

C) The deep fascia of the penis.

D) The deep fascia of the spermatic cord.

E) The deep fascia of the abdominal wall.","تمثل لفافة غالوديت Gallaudet:

الاختيارات:
A. اللفافة العميقة للعجان.
B. اللفافة العميقة للصفن.
C. اللفافة العميقة للقضيب.
D. اللفافة العميقة للحبل المنوي.
E. اللفافة العميقة لجدار البطن."
3063,A,D,D,0,0,both_wrong,"In scintigraphy, the image obtained of the imaged part of the patient's body is: multi-slice:

A) Two-dimensional.

B) Three-dimensional.

C) Multi-slice.

D) All of the above are correct.","نحصل في التصوير الومضاني للجزء المصور من جسم المريض على صورة : متعددة المقاطع :

الاختيارات:
A. ثنائية البعد .
B. ثلاثية البعد .
C. متعددة المقاطع .
D. كل الإجابات السابقة صحيحة ."
1474,A,B,B,0,0,both_wrong,"All of the following about fulminant hepatitis are true except:

A) It often occurs within 3 weeks of acute hepatitis infection.

B) Its clinical feature is the onset of cerebral infarction.

C) The survival rate in cases of coma is less than 20%.

D) Renal failure usually accompanies hepatocyte destruction.","كل عما يلي حول التهاب السعيد الخاطف صحيح ما عدا:

الاختيارات:
A. يحدث غالبا خلال 3 أسابيع من الإصابة بالتهاب الكبد الحاد.
B. لهم الملامح السريرية هو دخول المريض في احتلال دماغي.
C. احتمال البقاء على قيد الحياة عند حدوث السبات Come أقل من 20%.
D. يحدث عادة قصور كلوي مرافق لتخرب الخلايا الكبدية."
3519,E,A,D,0,0,both_wrong,"Subluxation of the lens is not indicated in the following cases except:
A) Trauma
B) Marfan syndrome
C) Marquisat syndrome
D) Severe myopia
E) Congenital glaucoma","يشبع تحت خلع العدسة في الحالات التالية عدا:

الاختيارات:
A. الرضوض
B. تناذر مارفان
C. تناذر ماركيزاتي
D. الحسر الشديد
E. الزرق الولادي"
1128,A,C,C,0,0,both_wrong,"Which of the following cervical nerves has a motor function?

A) Infraoccipital nerve.

B) Lesser occipital nerve.

C) Greater occipital nerve.

D) Greater auricular nerve.

E) Exposed mucous membrane.","أي الأعصاب الرقبية الاتية يملك وظيفة حركية:

الاختيارات:
A. تحت القذالي.
B. القذالي الصغير.
C. القذالي الكبير.
D. الأذني الكبير.
E. العنابي المتعرض."
4937,C,B,E,0,0,both_wrong,"25. A woman in her forties presents with weight loss, palpitations, and bulging eyes. Clinical examination reveals a medium-sized, diffuse, and homogeneous goiter. Blood tests indicate somatic hyperthyroidism. What treatment is not recommended in this case?

A) 1. Methimazole

B) 2. Lugol's iodine solution

C) 3. Radiotherapy with iodine I131

D) 4. Total thyroidectomy

E) 5. Steroids","25. شابة في ربيعها الأربعين تشكو من نقص وزن مع خفقان وجحوظ في العينين. بالفحص السريري تبين وجود سلعة درقية متوسطة الحجم منتشرة ومتجانسة، بالفحوص الدموية تبين وجود فرط نشاط درق بدني، ما هو العلاج غير المرغوب به في هذه الحالة؟

الاختيارات:
A. 1. إعطاء الميتيمازول Methimazoli
B. 2. إعطاء محلول اللوغول Lugols iodine
C. 3. المعالجة الشعاعية باليود I 131
D. 4. استئصال الدرق التام.
E. 5. الستيروئيدات."
3942,C,B,B,0,0,both_wrong,"Examples of mixed circulation include: A) Kidney
B) Heart
C) Muscles
D) Liver","من الأمثلة عن الدوران المختلط:

الاختيارات:
A. الكلية
B. القلب
C. العضلات
D. الكبد"
1575,D,C,B,0,0,both_wrong,"All of the above are correct.

A) In bacterial meningitis, we observe in the laboratory:

B) CSF protein less than 60 mg/dL.

C) White blood cell count greater than 1000 cells/mm³.

D) All of the above are incorrect.","كل ما سبق صحيح.

الاختيارات:
A. في التهاب السحايا الجرثومي نلاحظ مخبريا:
B. بروتين CSF أقل من 60 ملغ /دل.
C. الكريات البيض أكثر من 1000 كرية مم .
D. كل ما سبق خطا."
2216,C,A,D,0,0,both_wrong,"CpG islands are abundant in:
A) Exons.

B) Neutrons.

C) Inducers.

D) Transcriptional region.","تكثر جزر CpG في:

الاختيارات:
A. الاكسونات.
B. النترونات.
C. المحضضات.
D. المنطقة الانتساخية."
241,A,B,D,0,0,both_wrong,"Incorrect Latin term:
A) Azygos vein
B) Basilic vein
C) Celiac trunk
D) Hemizygos vein",". مصطلح لاتيني خاطىء:

الاختيارات:
A. وريد راسي Azygos vein
B. الوريد القاعدي Basilic vein
C. الجذع البطني الزلاقي celiac trunk
D. الوريد نصف الفرد Hemiazygos"
1979,A,D,D,0,0,both_wrong,"The most well-known pattern of cellular communication is:
A) Transmission and delivery of signals in the bloodstream
B) Local signaling
C) Neural signaling and direct communication
D) All of the above are true","النمط الأكثر شهرة من أنماط التواصل الخلوي:

الاختيارات:
A. بث إشارات وإلقائها في الدم
B. التأشير الموضعي
C. التأشير العصبي والاتصال المباشر
D. كل ما سبق صحيح"
3757,D,A,A,0,0,both_wrong,"All of the following about calcitonin are true except:

A) It is derived from the thyroid gland of salmon.
B) It is used to treat Paget's disease.
C) It is used for osteoporosis.
D) It reduces calcium excretion in urine.
E) It reduces blood calcium levels.","كل ما يلي عن الكالسيتونين صحيح عدا

الاختيارات:
A. من خلاصة الغدة الدرقية لسمك السلمون
B. يستخدم في علاج داء باجيت
C. يستخدم في ترقق العظام
D. ينقص الطرح الكالسيوم في البول
E. ينقص كالسيوم الدم"
1391,B,C,C,0,0,both_wrong,"In which of the following conditions are alpha-1 and alpha-2 waves elevated?
A) Liver cirrhosis
B) Acute inflammatory conditions
C) Chronic inflammatory conditions
D) Nephrotic syndrome","في أي الحالات الآتية يحصل ارتفاع الموجة الألفا 1 والألفا2:

الاختيارات:
A. تشمع الكبد
B. الحالات الالتهابية الحادة
C. الحالات الالتهابية المزمنة
D. متلازمة نفروز"
2850,D,A,B,0,0,both_wrong,"For the n=3 solution of a hydrogen atom, the orbital quantum number l takes one of the following allowed values:
A) (0, 1)
B) ((-1, 0, 1)
C) 0
D) L=[","من أجل الحلة n=3لذرة الهيدروجين يأخذ العدد الكمومي المداري lالقيم المسموحة :

الاختيارات:
A. (0,1)
B. ((-1,0,1
C. 0
D. L=["
3412,C,B,B,0,0,both_wrong,"Acid-resistant, ovoid cysts containing two bogetin aromatic sacs, 15 x 25 µm in diameter, belonging to:
A) Toxoplasma gondii
B) Pneumocystis carinii
C) Plasmodium belli
D) Cryptococcus paravum
E) Plasmodium falciparum","أكياس بيضية مقاومة للحمض تحوي أرومتين بوغيتين ذات شكل قاروري بقطر 15x25 ميكرون تعود لـ:

الاختيارات:
A. المقوسة القندية
B. المتكيسة الرئوية الكارينية
C. المتبائغة belli
D. المستخفية paravum
E. المتصورة المنجلية"
4516,A,D,D,0,0,both_wrong,"The most important steps when designing samples are:
A) Defining the study objectives
B) Defining the study population
C) Defining the framework
D) All of the above are correct","من اهم الخطوات عند تصميم العينات :

الاختيارات:
A. تحديد اهداف الدراسة
B. تحديد المجتمع محل الدراسة
C. تحديد الاطار
D. كل ما ذكر صحيح"
202,B,C,C,0,0,both_wrong,"The anterior inferior angle of the parietal bone:
A) Frontal
B) Sphenoid
C) Occipital
D) Mastoid",". الزاوية الامامية السفلية للعظم الجداري

الاختيارات:
A. جبهية
B. وتدية
C. قذالية
D. خشائية"
3447,D,C,C,0,0,both_wrong,"Which of the following statements describes the dry form of age-related macular degeneration?
A) It is caused by dehydration in the macula.
B) It is called age-related because it is only seen after age 80.
C) Visual acuity is not usually affected if it is not accompanied by cataracts.
D) Craniocentesis is considered an earlier form of the disease.
E) The moon shows neovascularization beneath the retina.","أي العبارات التالية التي تصف الشكل الجاف من التنكس الشيخي في البقعة الصفراء صحيحة:

الاختيارات:
A. سببه تجفاف في منطقة البقعة
B. يسمى شيخياً لأنه يشاهد فقط بعد الثمانين
C. لا تتأثر حدة الرؤية عادةً إذا لم يترافق بساد
D. تعتبر البراريق شكلاً سابقاً له
E. يبدي قمر العين أوعية مستحدثة تحت الشبكية"
824,A,B,B,0,0,both_wrong,"The first line of defense in the gastrointestinal tract:
A) Immunoglobulins
B) Tight junctions
C) Macrophages
D) Accessory lymphoid tissue","خط الدفاع الأول في السبيل المعدي المعوي :

الاختيارات:
A. الغلوبيولينات المناعة
B. الموصلات المحكمة
C. البالعات الكبيرة
D. النسيج اللمفاوي الملحق"
2520,A,B,B,0,0,both_wrong,"We have two media with acoustic impedances Z and Z1, and densities p1 and p. The speed of sound in these media is:
A) V =
B) V =
C) V = PZ
D) V = PZ2","لدينا وسطان ممانعتهما الصوتيتان Z , Z1. وكثافتاهما p1 و p فإن سرعة الصوت فيهما

الاختيارات:
A. V=
B. V=
C. V=PZ
D. V=PZ2"
321,C,A,D,0,0,both_wrong,"Sensory nerves transmit information from all the following organs except: A) the eye
B) the ear
C) the skin
D) the tongue","الأعصاب الحسية تنقل المعلومات من الأعضاء التالية عدا:

الاختيارات:
A. العين
B. الأذن
C. الجلد
D. اللسان"
4101,A,B,B,0,0,both_wrong,"It forms a bridge between collagen fibers and platelets:
A) Thromboxan A2
B) Von Willebrand factor
C) Prostacyclin
D) ADP","يشكل جسراً بين الياف الكولاجين والصفيحات الدموية:

الاختيارات:
A. الترومبوكسان A2
B. عامل فون ويلبراند
C. البروستاسايكلين
D. ADP"
436,A,C,B,0,0,both_wrong,"The inferior petrous surface of the temporal bone contains EXCEPT:

A) Internal auditory canal.

B) External foramen of the carotid canal.

C) Styloid process.

D) Jugular fossa.","يحوي الوجه السفلي لصخري للعظم الصدغى ما يلي عدا :

الاختيارات:
A. المسم السمعي الباطن.
B. الثقبة الخارجية للنفق السباتي.
C. الناتئ الابري.
D. الحفرة الوداجية ."
2205,D,C,C,0,0,both_wrong,"Which of the following is correct regarding Okazaki fragments?

A) Cytosine pairs with guanine.

B) Atresia pairs with thymine.

C) Guanine pairs with cytosine.

D) Cytosine pairs with thymine.","ما هي المعلومة الصحيحة حول شدف Okazaki ؟

الاختيارات:
A. تقابل السيتوزين مع الغوانين.
B. تقابل الأذينين مع الثيمين.
C. تقابل الغوانين مع السيتوزين.
D. تقابل السيتوزين مع الثيمين."
293,A,C,C,0,0,both_wrong,"hypophysis. Choose the correct answer: A) Its diameter is 1 cm
B) Its anterior section is neural
C) It weighs 1 gram
D) It is large in size","hypophysis اختر الإجابة الصحيحة:

الاختيارات:
A. قطرها 1 سم
B. قسمها الأمامي عصبي
C. وزنها جرام واحد
D. كبيرة الحجم"
3169,B,C,E,0,0,both_wrong,"Which of the following is an indication for bronchiectasis surgery? EXCEPT

A) Severe cough.

B) Middle lobe syndrome.

C) Chest pain.

D) Morning sputum.

E) Cosmetic reasons.","من استطبابات الجراحة في التوسع القصبي كل مما يلي خطأ ما عدا

الاختيارات:
A. السعال الشديد.
B. متلازمة الفص المتوسط.
C. الألام الصدرية.
D. القشع الغزير الصباحي.
E. أسباب تجميلية."
3257,D,A,C,0,0,both_wrong,"In the superficial anatomy of the abdominal wall, the linea alba is present except for:

A) A fibrous band running vertically from the pubic symphysis to the scaphoid process.

B) It lies on the midline.

C) It is formed by the fusion of the anterior abdominal wall muscles.

D) It appears superficially as a deep median sulcus.

E) The umbilicus is located in its center.","في التشريح السطحي لجدار البطن الخط الأبيض ماعدا:

الاختيارات:
A. حزمة ليفية تسير شاقوليا تمتد من ارتفاق العانة إلى ناتئ الرهابة.
B. يتوضع على الخط الناصف.
C. يتشكل من التحام سفق عضلات جدار البطن الأمامي.
D. تتمثل على السطح بثلم ناصف عميق.
E. تتوضع السرة في منتصفه."
1510,D,B,B,0,0,both_wrong,"The vital role of the amulets (FMN) and (FAD) is:

A) Transient carrier of the aspaeial flower.

B) Transient carrier of the amino group.

C) Transient carrier of the carboxyl flower.

D) All of the above are incorrect.","الدور الحيوي للتمائم (FMN) و (FAD) هو:

الاختيارات:
A. حامل عابر للزهرة الأسباية.
B. حامل عابر الزمرة أمينية.
C. حامل عابر الزهرة الكربوكسيل.
D. كل ما سبق خطأ."
2277,D,C,C,0,0,both_wrong,"Breast cancer patients whose cells express HER2 are treated with:
A) Tamoxifen
B) Businodol
C) Herceptin
D) Imantinib","تعالج مريضات سرطان الثدي اللواتي تعبر خلايهن عن الـ HER–2 بـ :

الاختيارات:
A. التاموكسيفين
B. البوسينودلول
C. الهرسبتين
D. imantinib"
3792,E,B,C,0,0,both_wrong,"The compound that activates both β-aminolevulinic acid synthate and acetyldehyde dehydrogenase is:
A) Haloperidol
B) Aminophenazone
C) Pyrazinamide
D) Quinine
E) Grizofulvin","المركب الذي ينشط كلا من ∆ أمينوليفولينيك أسيد سينثتار و است الدهيد ديهيدروجيناز هو

الاختيارات:
A. هالوبيريدول
B. امينوفينازون
C. بیرازینامید
D. الكينين
E. غريزيو فولفين"
4695,B,A,D,0,0,both_wrong,"To test the hypothesis H0: P = P0 against the hypothesis H1: P ≠ P0 at a significance level of 0.05, the rejection region for H0 is:
A) [Z0.05, +∞]
B) [-Z0.05, Z0.05]
C) [0, Z0.05]
D) [-Z0.05, +∞]","ومن أجل اختبار الفرضية H0: P = P0 مقابل الفرضية H1: P ≠ P0 عند مستوى معنوية 0.05، تكون منطقة الرفض لـ H0 هي:

الاختيارات:
A. [Z0.05 , +∞]
B. [-Z0.05, Z0.05]
C. [0, Z0.05]
D. [-Z0.05, +∞]"
874,A,D,C,0,0,both_wrong,"Calcaneal bone:
A) Its anterior surface articulates with the cervical spine
B) It has no tendinous attachment
C) It has a suspensory ligament on the lateral end of the bones
D) Its medial surface is convex","عظم العقب:

الاختيارات:
A. سطحة الأمامى يتمفصل مع النردى
B. لا يوجد عليه ارتكاز وترى
C. له معلاق على الطرف الوحشى للعظام
D. سطحه الأنسى محدب"
2081,C,B,B,0,0,both_wrong,"The science that studies life in all its details:

A) Microbiology

B) Cell biology

C) Neurobiology

D) Virology","العلم الذي يدرس الحياة بكل تفاصيلها:

الاختيارات:
A. Microbiology .
B. Cell biology .
C. Neurobiology .
D. Virology ."
2155,B,A,A,0,0,both_wrong,"The longest phase of the cell cycle is:
A) G1
B) G2
C) S
D) M","أطول أطوار الدورة الخلوية:

الاختيارات:
A. G1
B. G2
C. S
D. M"
4722,A,B,B,0,0,both_wrong,"The comprehensive enumeration method:
A) is expensive
B) can be implemented with simple resources
C) is carried out at frequent intervals
D) cannot be used in population studies","طريقة الحصر الشامل:

الاختيارات:
A. باهظة التكاليف
B. يمكن تنفيذها بإمكانيات بسيطة
C. تتم على فترات متقاربة
D. لا يمكن استخدامها في الدراسات السكانية"
2268,A,B,B,0,0,both_wrong,"When a human gene is added to a mouse egg, and the resulting fertilized egg is implanted into the uterus of a surrogate mother mouse, the resulting offspring will be positive for the substitute gene:
A) A mouse that received human growth hormone had a negative response
B) A mouse that received the foreign gene had a positive response
C) A mouse that received the foreign gene had a negative response
D) A mouse that received human growth hormone had a strange response","عند إضافة جين بشري لبيضة فأرة ومن ثم تشكيل البيضة الملقحة ويتم زرعها في رحم فأرة أم بديلة يكون ....... من الذرية إيجابية تعبر عن الجين البديل:

الاختيارات:
A. فأر تلقى هرمون النمو البشري وكانت استجابة سلبية
B. فأر تلقى جين غريبة وكانت استجابته إيجابية
C. فأر تلقى جين غريبة وكانت استجابته سلبية
D. فأر تلقى هرمون النمو البشري وكانت استجابته غريبة"
281,A,D,D,0,0,both_wrong,"Location of the thyroid gland:
A) Below the larynx, on either side of the trachea, and in front of it.
B) The two lobes are connected by a tissue bridge called the isthmus.
C) It is surrounded by a layer of superficial cervical fascia.
D) A + B","موقع الغدة الدرقية

الاختيارات:
A. تحت الحنجرة وعلى جانبي الرغامي وأمامها
B. يتصل الفصين مع بعضهما بجسر نسيجي يدعى البرزخ
C. تحاط بلفافة من اللفافة الرقبية السطحية
D. A + B"
2445,D,A,B,0,0,both_wrong,"All of the following are true about emission except:
A) It indicates the radiation absorbed at a given wavelength.
B) When radiation passes through or is reflected from a surface, its emission is zero.
C) When all radiation is absorbed, its emission is one for all wavelengths.
D) It is a dimensionless number between zero and one, representing the ratio of the wave-like radiation rate from a given surface to the radiation rate from a different area of a perfect black radiant surface at the same temperature.","كل مايلي صحيح عن الإصدارية ماعدا:

الاختيارات:
A. تدل على الإشعاع الممتص عند الطول الموجي
B. عندما يعبر الإشعاع كنه أو يرتد عنه فان إصداريته تساوي الصفر
C. عندما يمتص كله فإن إصدار يته تساوي الواحد من أجل كل الأطوال
D. هي عدد ليس له أبعاد قيمته بين الصفر والواحد وهي نسبة الموجية معدل الإشعاع من سطح معين إلى معدل الإشعاع من مساحة مختلفة من سطح مشع أسود مثالي في درجة الحرارة نفسها."
1156,D,C,C,0,0,both_wrong,"The fourth bone in the first row of carpal bones, arranged from lateral to medial, is the:
A) Scaphoid
B) Lunate
C) Trapezoid
D) Pisiform",". العظم الرابع من عظام الصف الاول لرسغ اليد عند ترتيبها من الوحشي الى الانسي هو العظم

الاختيارات:
A. Scaphoid
B. Lunate
C. Trapezoid
D. Pisiform"
1042,A,C,D,0,0,both_wrong,"The incorrect answer regarding the occipital bone:

A) A single bone occupying the lower lateral part of the skull

B) The bone consists of a body, a shell, and two lateral sections

C) The body is located anterior to the foramen magnum
D) The inferior surface of the body contains the pharyngeal tubercle",". الاجابة الخاطئة المتعلقة بال occipital one

الاختيارات:
A. عظم مفرد يشغل القسم الجانبي السفلي من القحف
B. يتكون العظم من جسم وصدفة وقسمين جانبيين
C. يتوضع الجسم امام الثقبة الكبيرة
D. يحتوي الوجه السفلي للجسم الحديبة البلعومية"
2349,D,B,B,0,0,both_wrong,"Nearsightedness (myopia) occurs when: (Exam answer: Student)
A) Distant objects are not seen clearly.
B) The eyeball has a certain shape or there is excessive curvature of the cornea.
C) The eye focuses an image of a near object onto the retina.
D) The refractive power of the lens is too small.","يحدث حسر البصر او قصر البصر عندما : الامتحان الحل طلابي

الاختيارات:
A. ترى الاجسام البعيدة بوضوح
B. تكون شكل كرة العين او لدى وجود افراط في انحناء القرنية
C. عندما تشكل العين خيالا للجسم القريب اما الشبكية
D. عندما تكون القوة الكاسر للعدسة صغيرة جدا"
2109,D,A,A,0,0,both_wrong,"Alternative splicing of primary messenger RNA (mRNA) is performed by:
A) Spliceosomes.

B) Ribosomes.

C) RNA pol-3.

D) RNA pol-1.","تتم عملية التضفير البديل alternative splicing للرنا المرسال البدئى بواسطة :

الاختيارات:
A. Spliceosome .
B. الريبوزومات .
C. RNA pol-3 .
D. RNA pol-1 ."
656,A,B,C,0,0,both_wrong,"The superficial vein that forms the axilla is:
A) Basal vein
B) Cephalic vein
C) Brachial vein
D) Subclavian vein",". الوريد السطحي الذي يشكل الابطي هو:

الاختيارات:
A. القاعدي
B. الراسي
C. العضدي
D. تحت الترقوة"
4821,A,D,C,0,0,both_wrong,"If a patient is admitted one day and discharged the next, the following days are counted:
A) Day of admission
B) Day of discharge
C) Day of hospitalization
D) A+B","اذا قبل المريض في يوم وتخرج في اليوم التالي فيحتسب

الاختيارات:
A. يوم الدخول
B. يوم الخروج
C. يوم الاستشفاء
D. A+B"
1584,D,C,C,0,0,both_wrong,"The pathway of gluconeogenesis:
A) 90% of gluconeogenesis occurs in the brain
B) It does not require energy supply
C) It can meet glucose needs for 4-5 days
D) It is a precursor that utilizes ketone bodies","سبيل استحداث السكر:

الاختيارات:
A. يحدث 90% من استحداث السكر في الدماغ
B. لا يتطلب تقديم طاقة
C. يستطيع تغطية الحاجة من الغلوكوز 4_5 أيام
D. من الطلائع التي تستخدم فيه الحموض الكيتونية"
