id,input_arabic,input_english,prediction_arabic,prediction_english,ground_truth,Level,quadrant
999,"المفصل الفكي الصدغي (الخاطئة):
A) مفصل زليلي.
B) له لقمتان.
C) لا يحوي قرصاً مفصلياً.
D) المفصل الوحيد المتحرك في القحف.","The temporomandibular joint (TMJ):
A) Synovial joint.

B) Has two condyles.

C) Does not contain an articular disc.

D) The only movable joint in the skull.",C,A,C,Y2,arabic_only
43,"تتحدد الثلمة البكرية بين
A) الناتئ الزجي + الناتئ المنقاري
B) الناتئ الزجي + الحفرة الحفرة البكرية
C) الحفرة البكرية + الناتئ المنقاري
D) كل ما سبق خطأ","The hydatid notch is located between:
A) the zygomatic process + the rostral process
B) the zygomatic process + the hydatid fossa
C) the hydatid fossa + the rostral process
D) All of the above are incorrect",A,C,A,Y1,arabic_only
339,"يضم جهاز التنفس :
A) الجزء الناقل
B) الجزء المشكل للصوت
C) الجزء التنفسي
D) كل ما سبق صحيح","The respiratory system includes: A) The transmission part
B) The sound-forming part
C) The respiratory part
D) All of the above are correct",D,C,D,Y1,arabic_only
4322,"الصحيح عن آلية المناعة الحديثة
A) السيتوكينات IL2 تفرز من الوحيدات.
B) ال IL1 و IL2 تساعد في التكاثر وتمييز البانية.
C) الخلايا البانية تتحول إلى خلايا متغصنة بواسطة IL456
D) كل ماسبق خاطئ","The correct information about the modern immune mechanism:

A) The cytokine IL-2 is secreted by monocytes.

B) IL-1 and IL-2 aid in proliferation and differentiation of monocytes.

C) Monocytes are transformed into dendritic cells by IL-456.
D) All of the above are incorrect.",B,D,B,Y1,arabic_only
4019,"من الأمثلة على الاضطرابات النفسية الجسدية عدا:
A) القرحات المعدية
B) ارتفاع ضغط الدم المفرط
C) التهاب القولون القرحي
D) القصور الكلوي","Examples of psychosomatic disorders include:
A) Peptic ulcers
B) Hypertension
C) Ulcerative colitis
D) Renal failure",D,A,D,Y1,arabic_only
273,"من أقسام النفرون ماعدا:
A) الكبيبة الكلوية
B) الأنبوب القريب
C) الشريان القطعي
D) الأنبوب البعيد","Which of the following is an exclamation of the nephron:
A) Renal glomerulus
B) Proximal tubule
C) Segmental artery
D) Distal tubule",C,A,C,Y1,arabic_only
337,"يربط الرحم بجدران الحوض الجانبية الرباط:
A) الاربي
B) المدور
C) العريض
D) الوريدي","The uterus is attached to the lateral walls of the pelvis by the following ligaments: A) Inguinal
B) Round
C) Broad
D) Venous",C,B,C,Y1,arabic_only
135,"اختر الإجابة الخاطئة في الجسيمة الكلوية:
A) قطر الجسيمة الكلوية 200 ميكرون
B) الحيز البولي هو الفاصل بين الطبقة الداخلية والخارجية وهو حيز الرشح
C) خلايا الطبقة الرجلاء هي خلايا الطبقة الخارجية
D) تبلغ سماكة حاجز الرشح 0.1ميكرون","Choose the incorrect answer regarding the renal corpuscle:
A) The diameter of the renal corpuscle is 200 micrometers
B) The urinary space is the space between the inner and outer layers and is the filtration space
C) The cells of the staphylosal layer are the cells of the outer layer
D) The thickness of the filtration barrier is 0.1 micrometers",A,D,A,Y2,arabic_only
1683,"في تزيّق الخط الانتاشي :
A) في المضغة بعد الإخصاب
B) في طلائع البيوض والنطاف
C) تلاحظ في تكون العظم الناقص
D) كل ما سبق صحيح","In germline morphology:
A) In the embryo after fertilization
B) In the protozoa and sperm
C) Observed in the formation of osteoblasts
D) All of the above are correct",D,B,D,Y1,arabic_only
2687,"تؤدي الهالة إلى كل ما يأتي ما عدا :
A) تدني العزل الكهربائي
B) إصدار أكسيد الحديد
C) إصدار الأوزون
D) إصدار أكسيد النتروجيني","The halo leads to all of the following except:
A) Reduced electrical insulation
B) Iron oxide emission
C) Ozone emission
D) Nitrogen oxide emission",B,A,B,Y1,arabic_only
1103,". الاجابة الصحيحة غن الرئتين
A) الرئة اليسرى تحوي ثلاث فصوص
B) اليمنى تحوي فصين
C) اللسين موجود فقط في اليسرى
D) الشق الافقي موجود في الرئتين اليسرى واليمنى","The correct answer regarding the lungs:

A) The left lung contains three lobes.
B) The right lung contains two lobes.
C) The lingual sulcus is only present in the left lung.
D) The horizontal slit is present in both the left and right lungs.",C,B,C,Y2,arabic_only
1492,"يؤثر في سرعة تفاعل إنزيم معين كل ما يلي عدا:
A) تركيز الإنزيم
B) زمن عمل الإنزيم
C) تركيز الركيزة
D) PHJI","All of the following affect the reaction rate of a particular enzyme except:
A) Enzyme concentration
B) Enzyme action time
C) Substrate concentration
D) PHJI",B,D,B,Y2,arabic_only
4182,"في الحالة النموذجية يتجمع ليزر الإكسايمر في:
A) غاز حامل وغاز فعال
B) أرغون وفلور
C) كريبتون أو كريبتون وكلور
D) كل ما سبق صحيح","In a typical case, an excimer laser is assembled in:
A) a carrier gas and an active gas
B) argon and fluorine
C) krypton or krypton and chlorine
D) all of the above",D,B,D,Y1,arabic_only
2510,"يقتصر مجال تطبيق التصوير بأمواج التيراهرتز على
A) الجلد
B) النسج الظهارية
C) جدار الأمعاء
D) كل ما سبق صحيح","The application of terahertz imaging is limited to:
A) Skin
B) Epithelial tissues
C) Intestinal wall
D) All of the above",D,A,D,Y1,arabic_only
953,"يتم التمفصل بين قبضة وجسم القص في مستوى الفقرة الصدرية :
A) الأولى .
B) الثانية .
C) الرابعة.
D) الثالثة.","The articulation between the manubrium and the body of the sternum occurs at the level of:
A) First thoracic vertebra.

B) Second thoracic vertebra.

C) Fourth thoracic vertebra.

D) Third thoracic vertebra.",C,B,C,Y2,arabic_only
2828,"تخضع الالكانات لتفاعل ....... بالهلوجينات في ضوء الشمس
A) استبدال
B) اضافه تليوفيلية
C) إضافة الكتروفيلية
D) نزع","Alkanes undergo a reaction with halogens in sunlight:
A) Substitution
B) Teleophilic Addition
C) Electrophilic Addition
D) Deoxygenation",A,B,A,Y1,arabic_only
595,"يمر في النفق الرسغي : (2007)
A) العصب الناصف.
B) وتر مثنية الإبهام الطويلة.
C) أوتار مثنية الأصابع السطحية.
D) الشريان الزندي.","The following pass through the carpal tunnel (2007):
A) Median nerve.

B) Flexor pollicis longus tendon.

C) Flexor digitorum superficialis tendons.

D) Ulnar artery.",D,A,D,Y1,arabic_only
4417,"تفتح بوابات البوتاسيوم:
A) عندما توجد شحنة سلبية شديدة على السطح الخارجي للغشاء
B) عندما توجد شحنة سلبية شديدة على باطن الغشاء
C) عندما توجد شحنة إيجابية على باطن الغشاء
D) عندما توجد شحنة إيجابية على السطح الخارجي للغشاء","Potassium gates open:
A) When there is a strong negative charge on the outer surface of the membrane
B) When there is a strong negative charge on the inner surface of the membrane
C) When there is a positive charge on the inner surface of the membrane
D) When there is a positive charge on the outer surface of the membrane",C,B,C,Y2,arabic_only
3047,"يعتمد التصوير بالضوء الموسوم (المكيف) بالأمواج فوق الصوتية على :
A) تكييف جزء من الضوء بنبضة فوق صوتية مبارة داخل النسيج.
B) القدرة على توليد منبع افتراضي داخل النسج .
C) قدرة الأمواج فوق الصوتية على توليد شبكة قرائن انكسار داخل النسج .
D) كافة الإجابات صحيحة .","Ultrasound-labeled imaging relies on:

A) The conditioning of a portion of light with a corresponding ultrasound pulse within the tissue.

B) The ability to generate a virtual light source within the tissue.

C) The ability of ultrasound waves to generate a network of refractive indices within the tissue.

D) All of the above are correct.",D,A,D,Y1,arabic_only
3053,"كل مايلي صحيح عن مد البصر ما عدا:
A) العين المديد البصر ترى بوضوح اجساما بعيدة ولكن ليس الاجسام القريبة
B) تكون نقطة الكثب وبعيدة جدا
C) البؤرة الكاسرة صغيرة
D) القرنية والعدسة تكسر الاشعة الى حد كاف يجعلها تتقارب على الشبكية","All of the following are true about farsightedness except:
A) A farsighted eye sees distant objects clearly but not near objects.
B) The focal point is very far away.
C) The refracting focal point is small.
D) The cornea and lens refract light rays sufficiently to converge on the retina.",C,A,C,Y1,arabic_only
2432,"تنطلق الدورة الصوتية بحدة وسطاء
A) نصف قطر انحناء العدسة
B) ابعاد البلورة الكهر ضغطية
C) تواتر الموجة الصوتية
D) كل ما سبق صحيح","The acoustic cycle is initiated by the amplitude of mediators:
A) Radius of curvature of the lens
B) Dimensions of the piezoelectric crystal
C) Frequency of the sound wave
D) All of the above are correct",D,B,D,Y1,arabic_only
1131,"مايلي صحيح عن التهاب الجيوب الانفية:
A) يحدث نتيجة انسداد فتحات التصريف
B) هو sinusitis
C) هو من نتائج متلازمة انعدام الحركة الهدبية
D) كل ما سبق صحيح.","The following are true about sinusitis:
A) It occurs as a result of blocked drainage openings
B) It is sinusitis
C) It is a result of ciliary atresia syndrome
D) All of the above are true.",D,A,D,Y2,arabic_only
4766,"طريقة لجمع البيانات *التجربة* من أمثلتها ما عدا:
A) دراسة كية الأمطار
B) تأثير بعض العوامل في منتج زراعي
C) قياس تأثير نوع السماد ونوع البزر ونوع التربة
D) قياس شدة تأثير نوع من الهرمونات في مجموعة من الفئران","A method for collecting data is *experimentation*. Examples include:
A) Studying rainfall patterns
B) The effect of certain factors on an agricultural product
C) Measuring the effect of fertilizer type, seed type, and soil type
D) Measuring the intensity of the effect of a type of hormone on a group of mice",A,D,A,Y1,arabic_only
2083,"يرتبط الحمض الأميني في tRNA مع :
A) النهاية الفوسفاتية لـ tRNA.
B) النهاية الكربوكسيلية لـ .tRNA
C) النهاية الهيدروكسيلية لـ tRNA.
D) الرامز المعاكس لـ tRNA.","The amino acid in tRNA binds to:
A) The phosphate end of tRNA.

B) The carboxyl end of tRNA.

C) The hydroxyl end of tRNA.

D) The anticodon of tRNA.",C,B,C,Y1,arabic_only
841,"تتواجد البنى التاليه بالغدة النكفيه ما عدا:
A) الشريان الفكى
B) الشريان الصدغى السطحى
C) العصب الاذنى الصدغى
D) العصب لوجهى المعترض
E) الشريان الوجهى","The parotid gland contains all but the following structures:
A) Maxillary artery
B) Superficial temporal artery
C) Auriculotemporal nerve
D) Transverse facial nerve
E) Facial artery",E,A,E,Y1,arabic_only
435,"من صفات كرة العين ما عدا:
A) تُسمى المقلة
B) قطرها 2.4 سم
C) تشغل نصف الحجاج
D) تتألف من 3 غلالات","Which of the following are characteristics of the eyeball except:
A) It is called the eyeball
B) Its diameter is 2.4 cm
C) It occupies half of the orbit
D) It is composed of 3 layers",C,B,C,Y2,arabic_only
446,"ما يلي من طبقات جدار الصفن ماعدا:
A) لفافة كولس
B) اللفافة المنوية الداخلية
C) الغلاف البيضاء
D) اللفافة المنوية الخارجية","Which of the following are layers of the scrotal wall EXCEPT:
A) Fascia Coleus
B) Internal seminal fascia
C) Alveolus
D) External seminal fascia",C,B,C,Y1,arabic_only
4143,"كل ما يأتي من الهرمونات الأمينية عدا :
A) التيروكسين
B) التيرونين
C) البرولاكتين
D) النور أدرينالين","All of the following are amino acid hormones except:
A) Thyroxine
B) Tyrophenone
C) Prolactin
D) Norepinephrine",C,A,C,Y1,arabic_only
2183,"تحرير الرنا :
A) يتم عبر تغيير بنى الأسس النوكليوتيدية
B) يتم عبر إضافة اليوراسيل فقط
C) كالرنا المرسال لجين apo_B
D) A+C","RNA editing:
A) By changing the nucleotide base structure
B) By adding uracil only
C) As in the messenger RNA of the apo_B gene
D) A+C",D,C,D,Y1,arabic_only
1796,"التزيق في الفرد هو:
A) خلل في الانقسام الفتيلي يؤدي لفقد الصيغة الصبغية.
B) خلل في الانقسام الانتصافي يؤدي لفقد الصيغة الصبغية.
C) خلل في الصيغة الصبغية لكل خاليا الجسم.
D) خلل في الصيغة الصبغية لمجموعة خاليا دون أخرى.","Aneuploidy in an individual is:
A) A mitotic disorder resulting in a loss of chromosome number.

B) A meiotic disorder resulting in a loss of chromosome number.

C) A chromosomal abnormality in all cells of the body.

D) A chromosomal abnormality in a group of cells but not others.",D,C,D,Y1,arabic_only
2153,"كل ما يلي صحيح عن جفاف الجلد الصباغي ماعدا :
A) نتيجة مطفرات بيئية
B) اضطراب متنحي جسمي نادر
C) اختلال إصلاح استئصال مثنوية أدنين
D) يحدث فيه سرطان جلد","All of the following are true about xeroderma pigmentosum EXCEPT:
A) It is caused by environmental mutations
B) It is a rare autosomal recessive disorder
C) It is a defect in the repair of adenine dimerectomy (DD) It involves skin cancer",A,C,A,Y1,arabic_only
2099,"ينتمي نبات الذرة إلى صف:
A) النباتات المزهرة .
B) الكوميلينات .
C) أحاديات الفلقة .
D) الذرة .","Corn belongs to the class:

A) Flowering plants.

B) Commelins.

C) Monocots.

D) Maize.",A,C,A,Y1,arabic_only
2402,"وفقا للعلاقة E=EA فإن طاقة ارتباط النواة الكلية تتناسب مع:
A) كتلة تكويناتها.
B) عدد تكويناتها.
C) حجم تكويناتها.
D) . A,C","According to the equation E=EA, the total nuclear binding energy is proportional to:
A) the mass of its constituent elements.

B) the number of constituent elements.

C) the size of its constituent elements.

D) A,C",B,D,B,Y1,arabic_only
4509,"إن مجال الثقة مستعمل في حالة:
A) n1, n2 <30 مجهولان ,
B) n1,n2 >30, معلومان،
C) n1 , n2 > مجهولان،
D) n1 , n2 < 30 معلومان ،","The confidence interval is used in the case of:
A) n1, n2 < 30 (unknowns),
B) n1, n2 > 30 (knowns),
C) n1, n2 > (unknowns),
D) n1, n2 < 30 (knowns)",A,B,A,Y1,arabic_only
235,"لا توجد الغدد الزهمية في :
A) راحة اليد وأخمص القدم
B) حشفة القضيب
C) دهليز الفرج
D) B+C","Sebaceous glands are absent in:
A) Palms and soles
B) Glans of the penis
C) Vulvar vestibule
D) B+C",A,D,A,Y1,arabic_only
4196,"عضلة زفيرية
A) الوربية الظاهرة.
B) الشوكية
C) القترانية.
D) المنحرفة الباطنة.","Expiratory muscle
A) External intercostal muscle.

B) Spinal muscle.
C) Syrinx muscle.

D) Internal oblique muscle.",C,A,C,Y1,arabic_only
4106,"الفائدة الوظيفية من وجود الكليونات المجاورة للّب هو:
A) زيادة القدرة على تمديد البول
B) زيادة القدرة على تكثيف البول
C) زيادة القدرة على طرح البولة
D) زيادة القدرة على إفراز الرينين","The functional benefit of having nephrons adjacent to the pulp is:
A) Increased urine dilution capacity
B) Increased urine condensation capacity
C) Increased urea excretion capacity
D) Increased renin secretion capacity",B,A,B,Y2,arabic_only
4081,"كمية الهواء الموجودة في الرئتين في نهاية شهيق سوي هو:
A) السعة الشهيقية
B) السعة الحيوية
C) السعة الوظيفية المدخرة + الحجم الجاري
D) الحجم المدخر الشهيقي","The amount of air in the lungs at the end of a normal inspiration is:
A) Inspiratory capacity
B) Vital capacity
C) Functional storage capacity + Flowing volume
D) Inspiratory storage volume",C,D,C,Y1,arabic_only
472,"العضلات الماضغة تشمل:
A) الجناحية الانسية
B) الجناحية الوحشية
C) الصدغية والماضغة
D) كل ما سبق","The masseter muscles include:
A) Medial pterygoid
B) Lateral pterygoid
C) Temporal and masseter muscles
D) All of the above",D,C,D,Y1,arabic_only
297,"يحوي الوجه الداخلي لفرع الفك السفلي :
A) الشوكة الذقنية
B) الناشزة الذقنية
C) اللسين
D) الخط الضرسي اللامي","The medial surface of the ramus of the mandible contains:
A) the mental spine
B) the mental prominence
C) the lingual ridge
D) the mylohyoid line",B,D,B,Y1,arabic_only
2045,"في الانتشار المنفعل عبر الثقوب النووية
A) القنوات المائية مفتوحة بشكل دائم
B) تنتشر عبرها المواد المنحلة بالماء بحجم < 60 كيلودالتون
C) تنتشر بحرية وبدون انتقائية بالاتجاهين
D) كل ما سبق صحيح","In passive diffusion through nuclear pores:
A) The water channels are permanently open.
B) Water-soluble substances with a size < 60 kDa diffuse through them.
C) They diffuse freely and indiscriminately in both directions.
D) All of the above are true.",D,C,D,Y1,arabic_only
4508,"من امثلة المصادر الداخلية:
A) مكتب الاستقبال في قسم الإسعاف
B) قسم التسويق في شركة الادوية
C) سجلات المرضى في المشفى
D) كل ما سبق صحيح","Examples of internal sources include:
A) The emergency room reception
B) The marketing department of a pharmaceutical company
C) Patient records at the hospital
D) All of the above",D,C,D,Y1,arabic_only
498,"تمخلب أصابع اليد:
A) يشمل الأصابع الأربعة الأنسية
B) يحدث فرط بسط للمفاصل بين السلامية
C) يحدث عجز فى تقريب الابهام
D) يحدث عجز حركى فقط فى اليد","Finger claw syndrome:
A) Involves the four medial fingers
B) Causes hyperextension of the interphalangeal joints
C) Causes thumb adduction deficit
D) Causes motor deficit only in the hand",C,B,C,Y2,arabic_only
1287,"كل مما يلى من الاختلاطات المتاخره للداء السكرى ما عدا:
A) متلازمه النفروز
B) احتشاء العضله القلبيه
C) قصور الكليه
D) انفصال شبكيه العين","All of the following are late complications of diabetes except:
A) Nephrotic syndrome
B) Myocardial infarction
C) Kidney failure
D) Retinal detachment",A,D,A,Y2,arabic_only
853,"مايلي صحيح عن التهاب الجيوب الانفية:
A) يحدث نتيجة انسداد فتحات التصريف
B) هو sinusitis
C) هو من نتائج متلازمة انعدام الحركة الهدبية
D) كل ما سبق صحيح.","The following are true about sinusitis:
A) It occurs as a result of blocked drainage openings
B) It is sinusitis
C) It is a result of ciliary atresia syndrome
D) All of the above are true.",D,A,D,Y1,arabic_only
2820,"النوى التي لها عدد N ثابت حيث تحوي العدد نفسه من النترونات هي:
A) ايزوتونات
B) ايزوبارات
C) ايزوميرات نووية
D) نظائر","Nuclei that have a constant number N, meaning they contain the same number of neutrons, are:
A) Isotopes
B) Isobares
C) Nuclear isomers
D) Isotopes",A,B,A,Y1,arabic_only
2298,"واحدة من هذه الذرات ليس لها نصف ذرى :
A) الارغون
B) الالمنيوم
C) الكبريت
D) ليس أيا مما سبق","One of these atoms does not have a hemisphere:
A) Argon
B) Aluminum
C) Sulfur
D) None of the above",A,D,A,Y1,arabic_only
617,"لون لب الكظر:
A) بني غامق
B) أبيض
C) مائل للصفرة
D) رمادي","Color of the adrenal medulla:
A) Dark brown
B) White
C) Yellowish
D) Gray",A,C,A,Y1,arabic_only
827,"خطأ حول وظائف العضلات:
A) المجموعة الامامية للفخذ قابضة لمفصل الركبة.
B) المجموعة الامامية للساق باسطة للقدم والاصابع.
C) المجموعة الخلفية للساق قابضة للقدم.
D) المجموعة الخلفية للفخذ قابضة لمفصل الركبة.","Incorrect muscle function:
A) The anterior thigh muscle flexes the knee joint.

B) The anterior leg muscle extensors the foot and toes.

C) The posterior leg muscle flexes the foot.

D) The posterior thigh muscle flexes the knee joint.",A,B,A,Y1,arabic_only
2362,"يمكن تفكيك رابطة في خلايا النسج طاقتها بـ :
A) فوتون تواتر راديوي.
B) فوتون تواتر راديوي + فوتون تيراهرتز.
C) فوتون أشعة سينينة.
D) فوتون تيراهرتز.","A bond in tissue cells can be broken by:
A) A radio frequency photon.

B) A radio frequency photon + a terahertz photon.

C) An X-ray photon.

D) A terahertz photon.",C,B,C,Y1,arabic_only
344,"أي الشرايين التالية يعطي فروعا تروي الغدة تحت الفك: (2017 أولى)
A) البلعومي الصاعد.
B) الصدغي السطحي .
C) اللساني.
D) الأذني الخلفي.
E) تحت الذقن.","Which of the following arteries gives off branches that supply the submandibular gland? (2017 First)
A) Ascending pharyngeal artery.

B) Superficial temporal artery.

C) Glossal artery.

D) Posterior auricular artery.

E) Submental artery.",E,A,E,Y1,arabic_only
2236,"الجينات الموجودة علي صبغيات مختلفة يربط بعضها مع بعض وسوف تتفارز بشكل مستقل:
A) التزاوج المتصالب الرجعي
B) الاستيلاء الحقيقي
C) التهجين أحادي الخلة
D) الاستيلاء غير الحقيقي","Genes located on different chromosomes link together and will segregate independently:
A) Retrocross
B) True takeover
C) Monohybrid hybridization
D) Pseudo-takeover",D,C,D,Y1,arabic_only
2870,"يعرف التوتر السطحي:
A) بأنه القوة المطليقة على السطح
B) بأنه الضغط المطليق على السطح
C) بأنه القوة في واحدة الفلول التي يؤثر بها السفلح على حافته
D) بأنه القوة في واحدة السطح التي يؤثر بها السطح على حافته .","Surface tension is defined as:
A) The force exerted on the surface
B) The pressure exerted on the surface
C) The force per unit volume exerted by the surface on its edge
D) The force per unit area exerted by the surface on its edge.",C,D,C,Y1,arabic_only
215,"يتميز النبيب المعوج القريب بما يلي عدا :
A) أطول من النبيب المعوج البعيد
B) خلايا ظهارته محبة للحمض
C) ينشأ من القطب الوعائي لمحفظة بومان
D) نجد في المقطع العرضي 3-5 نوى كروية","The proximal convoluted tubule is characterized by all of the following except:
A) It is longer than the distal convoluted tubule
B) Its epithelial cells are acidophilic
C) It originates from the vascular pole of Bowman's capsule
D) 3-5 spherical nuclei are found in cross-section",C,D,C,Y1,arabic_only
4100,"تقوم الأليات التالية بتنظيم معدل الترشيح الكبيبي عدا:
A) زيادة نسبة النفرونات القشرية إلى النفرونات اللّبية
B) توسع الشرينات الواردة
C) تضيق الشرينات الواردة
D) تقبّض العضلات الملساء للأوعية الكلوية عند زيادة جريان الدم فيها","The following mechanisms regulate the glomerular filtration rate (GFR):
A) Increased ratio of cortical to medullary nephrons
B) Dilation of afferent arterioles
C) Constriction of afferent arterioles
D) Contraction of the smooth muscle of renal vessels in response to increased blood flow.",A,B,A,Y2,arabic_only
69,"الأنف الظاهر بتألف مما يلي ما عدا:
A) Apex
B) Root
C) Ala
D) Floor","The visible nose consists of all of the following except:
A) Apex
B) Root
C) Ala
D) Floor",A,D,A,Y1,arabic_only
430,"أي البنى توجد بالمنصف الخلفي مباشرة خلف التامور:
A) المري
B) العصبين المبهمين
C) الشريان الرئوي الأيمن
D) الوريد الفرد
E) القناة الصدرية","Which of the following structures is located in the posterior mediastinum directly behind the pericardium?
A) Esophagus
B) Vagus nerves
C) Right pulmonary artery
D) Solitary vein
E) Thoracic duct",B,A,B,Y2,arabic_only
4609,"إذا قبل المريض في يوم وتخرج في اليوم الذي يليه يحتسب يوم:
A) الدخول
B) الخروج
C) مدة الاستشفاء
D) كل ما سبق صحيح","If a patient is admitted one day and discharged the following day, the day is counted as: A) Admission
B) Discharge
C) Length of stay
D) All of the above",A,C,A,Y1,arabic_only
715,"الصفيحة القاعدية للشعيرات المثقبة تكون مستمرة فيما يلي عدا :
A) الكلية
B) الغدد خاجية الافراز
C) الأمعاء
D) الغدد الصماء","The basal plate of perforating capillaries is continuous in all but:
A) the kidney
B) the exocrine glands
C) the intestine
D) the endocrine glands",B,D,B,Y1,arabic_only
2493,"أيا من العبارات التالية صحيحة حول EB :
A) هي طاقة الإرتباط الكلية للنواة
B) هي الطاقة التي يجب تقديمها لتفكيك بروتون عن نترون في حالة نواة الديتريوم
C) هي طاقة موجبة تنشأ من فعل القوى التي توحد النكليونات في النواة
D) كل ماسبق صحيح","Which of the following statements about EB is true?
A) It is the total binding energy of the nucleus.
B) It is the energy that must be supplied to separate a proton from a neutron in the case of a deuterium nucleus.
C) It is positive energy arising from the forces that hold the nucleons together in the nucleus.
D) All of the above are true.",D,C,D,Y1,arabic_only
2024,"كل ما يلي صحيح عن SNP ماعدا :
A) تعدد شكلي مفرد في تسلسلات الجين التي ترمز هده البروتينات
B) يؤدي إلى تغاير في استجابة المرضى للمعالجة
C) يكون منتشراً أكثر من %1 من أفراد المجتمع
D) اختلاف في أساس نوكليوتيدي واحد في تسلسل الدنا","All of the following are true about SNPs EXCEPT:
A) A single polymorphism in the gene sequences that code for these proteins
B) Leads to variability in patient response to treatment
C) Is more prevalent than 1% of the population
D) A difference of one nucleotide base in the DNA sequence",C,A,C,Y1,arabic_only
701,"من الأوساط الكاسرة في العين عدا:
A) الحدقة
B) الخلط المائي
C) العدسة
D) القرنية","Which of the following are refractive media in the eye:
A) Pupil
B) Aqueous humor
C) Lens
D) Cornea",A,B,A,Y1,arabic_only
1911,"كل ما يلي صحيح عن القلنسوة ماعدا :
A) تضاف على النهاية 5` للرنا المرسال
B) ترتبط مع مقدمة المنتسخ عبر رابط فوسفاتي 5 إلى 5`
C) عبارة عن 7 متيل غوانوزين
D) يحفز إضافتها إنزيم واحد","All of the following are true about the caplet except:
A) It is added to the 5' end of messenger RNA
B) It binds to the transcription precursor via a 5'-5' phosphate bond
C) It is 7-methylguanosine
D) Its addition catalyzes one enzyme",B,A,B,Y1,arabic_only
14,"اختر الخاطئ :
A) للمخ ست طبقات
B) يقسم المخ الى باحات حسب الانتظام النسيجي
C) الباحات الأولية تعمل على تخزين الذاكرة المكتسبة
D) كل ما سبق صحيح","Choose the incorrect option:
A) The brain has six layers
B) The brain is divided into areas according to tissue organization
C) Primary areas store acquired memories
D) All of the above are correct",C,D,C,Y1,arabic_only
1949,"المسؤول عن إزالة مشراعالرنا قرب انتهاء تنسخ الدنا واستبدالها بنكليوتيدات الدنا:
A) بوليميراز الدنا من النمط الأول
B) بوليميراز الدنا من النمط الثاني
C) بوليميراز الدنا من النمط الثالث
D) بوليميراز الدنا من النمط الثاني","The enzyme responsible for removing the RNA template near the end of DNA replication and replacing it with DNA nucleotides is:
A) Type I DNA polymerase
B) Type II DNA polymerase
C) Type III DNA polymerase
D) Type II DNA polymerase",A,D,A,Y1,arabic_only
1437,"مورثات الزمر الدموية من نمط المورثات:
A) المتعددة المتقابلة.
B) الكمية.
C) المرتبطة بالجنس.
D) المتنحية.","Blood group genes are classified by type of gene inheritance:

A) Polyvalent.

B) Quantitative.

C) Sex-linked.

D) Recessive.",A,D,A,Y2,arabic_only
2324,"الضوء بمنار من الأشعة السينية بـ كل ماياتي ماعدا :
A) غير مؤين
B) غير محومي
C) تكلفة تقنيات التصوير الضوئي أكثر من التصوير السيني
D) تكلفة تقنيات التصوير الضوئي أقل من التصوير السنين","Light emitted by an X-ray source is all of the following except:
A) Non-ionizing
B) Non-ionizing
C) More expensive than X-ray imaging techniques
D) Less expensive than X-ray imaging techniques",C,A,C,Y1,arabic_only
1518,"الإنزيم الذي يمتلك نوعية مطلقة تجاه ركيزته:
A) المالتاز
B) الكيموتريسين
C) الأسبارتاز
D) البيسين","The enzyme that exhibits absolute specificity towards its substrate is:
A) Maltase
B) Chymotricin
C) Aspartase
D) Alpecin",C,A,C,Y1,arabic_only
3530,"كل مما يلي من أسباب شفوفية القرنية ما عدا :
A) توازي ألياف نسيجها الخاص
B) انتظام ألياف نسيجها الخاص
C) رقة الأ وعية الدموية فيها
D) الإماهة
E) عدم وجود الأوعية","All of the following are causes of corneal transparency EXCEPT:
A) Parallelism of its own tissue fibers
B) Regularity of its own tissue fibers
C) Thinness of its blood vessels
D) Hydration
E) Absence of vessels",C,D,C,Y5,arabic_only
4851,"2. تعالج أورام في القسم البعيد للمعدة:
A) 1. علاج محافظ دوائي.
B) 2. اجراء قطع معدة جزئي بيلروث II.
C) 3. اجراء قطع معدة تام.
D) 4. كل ما سبق صحيح.
E) 5. كل ما سبق خطأ.","2. Tumors in the distal part of the stomach are treated by:

A) 1. Conservative drug therapy.

B) 2. Billroth II partial gastrectomy.

C) 3. Total gastrectomy.

D) 4. All of the above are correct.

E) 5. All of the above are incorrect.",D,B,D,Y3,arabic_only
4917,"مريضة متزوجة بعمر 30 سنة لديها سوابق تداخل جراحي على البطن، مع سوابق تباعد طموث شديد وتعاني من ألم بطني سفلي متكرر يستمر عدة ساعات راجعت بالم بطني سفلي حاد منذ ساعة فكل ما يلي يدخل بالتشخيص التفريقي ما عدا:
A) حمى بحر أبيض متوسط.
B) قولنج مراري.
C) نوب تحت انسداد معوي.
D) التهاب الزائدة الدودية الحاد.
E) تمزق الحمل الهاجر.","A 30-year-old married female patient with a history of abdominal surgery and severe menopausal oligomenorrhea, who presents with recurrent lower abdominal pain lasting several hours, presented with acute lower abdominal pain an hour ago. All of the following are considered in the differential diagnosis except:

A) Familial Mediterranean fever.

B) Biliary colic.

C) Subobstructive bowel syndrome.

D) Acute appendicitis.

E) Rupture of an ectopic pregnancy.",B,E,B,Y4,arabic_only
