id,level,specialty,umbrella_specialty,question_old,question,opa,opb,opc,opd,ope,opf,answer,group,answer_text,
2742,Y1,Physics,Chemistry and Physics,في حالة التشوه التحددي أو الانضغاطي فإن الانفعال يكون هو,ما هو الانفعال في حالة التشوه التحددي أو الانضغاطي؟,التغير النسبي في الطول زيادة أو نقصانا,نسبة الإزاحة النسبية بين سطحين في,التغير النسبي في الحجم أو الكتلة,كل ما سبق صحيح,,,A,ABCD,التغير النسبي في الطول زيادة أو نقصانا,
2750,Y1,Physics,Chemistry and Physics,إذا كان الجسم مغموسا وليس مغمورا كليا نتيجة كون كثافة المائع اكبر من كثافة الجسم فينغمس حجم من الجسم ووزنه يساوي:,ما هو وزن الحجم المنغمس من الجسم عندما يكون الجسم مغموساً وليس مغموراً كلياً نتيجة كون كثافة المائع أكبر من كثافة الجسم؟,وزن السائل كاملا,وزن الجسم,حجم السائل كاملا,حجم الجسم,,,B,ABCD,وزن الجسم,
2769,Y1,Physics,Chemistry and Physics,الجهاز الذي يصور مقاطع في الجسم البشري بالأشعة السينية والاستعانة بالحاسب اسمه:,ما اسم الجهاز الذي يصور مقاطع في الجسم البشري بالأشعة السينية والاستعانة بالحاسب؟,الكاشف.,الماسح .,المطياف .,المصورة.,,,B,ABCD,الماسح .,
2774,Y1,Physics,Chemistry and Physics,العنصر الأكثر استخداما في التصوير بالتجاوب المغناطيسي,ما هو العنصر الأكثر استخداماً في التصوير بالتجاوب المغناطيسي؟,الكربون,الهيدروجين,الأوكسجين,النيتروجين,,,B,ABCD,الهيدروجين,
2779,Y1,Physics,Chemistry and Physics,الأشعة السينية تتخامد في الجسم المدروس بسبب:,ما هو سبب تخامد الأشعة السينية في الجسم المدروس؟,قصر طولها الموجى,امتصاص الجسم لها,ارتدادها عن الجسم,"A,B",,,B,ABCD,امتصاص الجسم لها,
2792,Y1,Chemistry,Chemistry and Physics,ان الخطوة الأولى في التفاعلات هي,ما هي الخطوة الأولى في التفاعلات؟,المبادرة,التغلغل (التنامي),الانهاء,الاضافة,,,A,ABCD,المبادرة,
2800,Y1,Physics,Chemistry and Physics,الفوتونات التي تعبر الثقب في الحجرة ترتد عن الجدران مرات عديدة قبل أن تغادر وبذلك يزداد.,ماذا يزداد عندما ترتد الفوتونات التي تعبر الثقب في الحجرة عن الجدران مرات عديدة قبل أن تغادر؟,احتمال ارتدادها,احتمال انعكاسها,احتمال عبورها,احتمال امتصاتصها,,,D,ABCD,احتمال امتصاتصها,
2805,Y1,Physics,Chemistry and Physics,الحزم الإلكترونية تعمل على معالجة الأورام :,كيف تعمل الحزم الإلكترونية على معالجة الأورام؟,القريبة من الجلد,العميقة,"A,B",كل ما سبق خاطئ,,,A,ABCD,القريبة من الجلد,
2806,Y1,Chemistry,Chemistry and Physics,تكرار الطراز (الدورية في الجدول الدوري) ناجمة عن ترتيب العناصر حسب,ما هو السبب وراء تكرار الطراز (الدورية في الجدول الدوري) الناجم عن ترتيب العناصر؟,ازدياد كتلها الذرية,ازدياد أعدادها البروتونية,ازدياد الكهرسلبية,ازدياد قطرها الذري,,,B,ABCD,ازدياد أعدادها البروتونية,
2810,Y1,Chemistry,Chemistry and Physics,تؤدي أكسدة الكيلات البنزن (مثل ميتيل البنزن) ببرمنغنات البوتاسيوم (VII) القلوية أو بأي مؤكسد قوي آخر إلى تشكل:,ما هو المركب الذي يتشكل عند أكسدة الكيلات البنزن (مثل ميتيل البنزن) ببرمنغنات البوتاسيوم (VII) القلوية أو بأي مؤكسد قوي آخر؟,الفينول,البنزن,نترو البنزن,حمض البنزويك,,,D,ABCD,حمض البنزويك,
2822,Y1,Physics,Chemistry and Physics,النوى التي لها عدد N ثابت حيث تحوي العدد نفسه من النترونات هي:,ما هي النوى التي لها عدد N ثابت حيث تحوي العدد نفسه من النترونات؟,ايزوتونات,ايزوبارات,ايزوميرات نووية,نظائر,,,A,ABCD,ايزوتونات,
2823,Y1,Physics,Chemistry and Physics,اذا كانت الحقول الكهربائية لمنبع الأمواج الكهرطيسية لها اتجاهات عشوائية عند انتشاره فان,ماذا يحدث إذا كانت الحقول الكهربائية لمنبع الأمواج الكهرطيسية لها اتجاهات عشوائية عند انتشاره؟,مستقطب,غير مستقطب,مستقطب خطي,مستقطب جزئی,,,B,ABCD,غير مستقطب,
2830,Y1,Chemistry,Chemistry and Physics,تخضع الالكانات لتفاعل ....... بالهلوجينات في ضوء الشمس,ما هو التفاعل الذي تخضع له الألكانات مع الهالوجينات في ضوء الشمس؟,استبدال,اضافه تليوفيلية,إضافة الكتروفيلية,نزع,,,A,ABCD,استبدال,
2854,Y1,Physics,Chemistry and Physics,تهتز الذرتان في الجزيء ثنائي الذرة حول,ما هو الشيء الذي تهتز حوله الذرتان في الجزيء ثنائي الذرة؟,الكتل الأولى,مركز كتلتيهما,الكتلة الثانية,الكتلة الأنقل,,,B,ABCD,مركز كتلتيهما,
2855,Y1,Chemistry,Chemistry and Physics,البنية لأكسيد المغنزيوم تكون :,ما هي البنية لأكسيد المغنزيوم؟,مشتركة عملاقة,ايونية عملاقة,جزئية بسيطة,ليس أيا مما سبق,,,B,ABCD,ايونية عملاقة,
2868,Y1,Physics,Chemistry and Physics,الفوتونات التي تعبر الثقب في الحجرة ترتد عن الجدران مرات عديدة قبل أن تغادر وبذلك يزداد.,ماذا يزداد عندما ترتد الفوتونات التي تعبر الثقب في الحجرة عن الجدران مرات عديدة قبل أن تغادر؟,احتمال ارتدادها,احتمال انعكاسها,احتمال عبورها,احتمال امتصاتصها,,,D,ABCD,احتمال امتصاتصها,
2877,Y1,Physics,Chemistry and Physics,تقدر الجرعة المكافئة للإشعاع :,ما هي وحدة قياس الجرعة المكافئة للإشعاع؟,بالغري .,بالسفرت .,بالراد .,بالروتنجن .,,,B,ABCD,بالسفرت .,
2883,Y1,Physics,Chemistry and Physics,يمكن اعتبار طريقة التصوير التالية هي الأقل ضرراً على الجسم :,ما هي طريقة التصوير التي يمكن اعتبارها الأقل ضرراً على الجسم؟,التصوير الحراري.,الرنين المغنطيسي .,التصوير الطبقي المحوري .,التصوير الومضاني.,,,A,ABCD,التصوير الحراري.,
2891,Y1,Physics,Chemistry and Physics,تستخدم تقنية الـ PET مجموعة من النظائر المشعة ذات أعمار نصف :,ما هي أعمار النصف للنظائر المشعة المستخدمة في تقنية الـ PET؟,طويلة نسبيا,قصيرة نسبيا,"A,B",متوسطة نسبيا,,,B,ABCD,قصيرة نسبيا,
2898,Y1,Physics,Chemistry and Physics,المماكبات ( الإيزوميرات) هي نوى :,ما هي المماكبات (الإيزوميرات)؟,تختلف بعددها الذري .,تختلف بعدد النيترونات.,تختلف بعدد البروتونات .,تختلف في طاقتها الداخلية فقط .,,,D,ABCD,تختلف في طاقتها الداخلية فقط .,
2913,Y1,Physics,Chemistry and Physics,معادلة برنولي المطبقة على جريان المائع هي من أشكال قانون انحفاظ :,ما هو القانون الذي تمثل معادلة برنولي المطبقة على جريان المائع أحد أشكال انحفاظه؟,الطاقة .,الكتلة .,السرعة.,الكل خطأ .,,,A,ABCD,الطاقة .,
2926,Y1,Physics,Chemistry and Physics,يستخدم قانون ستوكس لقياس :,ماذا يستخدم قانون ستوكس لقياسه؟,مقاومة اللزوجة .,اللزوجة .,سرعة تدفق السائل .,حجم السائل .,,,A,ABCD,مقاومة اللزوجة .,
2949,Y1,Physics,Chemistry and Physics,العلم الذي يقوم بحساب البعد بين الذرات عند معرفة الطول الموجى للأشعة السينية وقيست الزاوية هو:,ما هو العلم الذي يقوم بحساب البعد بين الذرات عند معرفة الطول الموجي للأشعة السينية وقياس الزاوية؟,علم الانكسارات,علم البلورات,علم الطبوغرافيا,كل ما سبق خاطئ,,,B,ABCD,علم البلورات,
2975,Y1,Physics,Chemistry and Physics,تنتشر الأمواج العرضانية في :,ما هي الأوساط التي تنتشر فيها الأمواج العرضانية؟,الموائع,الجسم الصلب,الغازات,"A,B",,,B,ABCD,الجسم الصلب,
2981,Y1,Physics,Chemistry and Physics,تستخدم في الطب النووي عند المعالجة عن بعد حزمة فوتونية من أشعة X عالية الطاقة نظراً لتمتعها بـ:,ما هي الخصائص التي تتمتع بها حزمة الفوتونات من أشعة X عالية الطاقة والتي تجعلها تستخدم في الطب النووي عند المعالجة عن بعد؟,قدرة اختراق عالية تسمح بتدمير الأورام السطحية والعميقة .,قدرة اختراق منخفضة تسمح بتدمير الأورام السطحية فقط .,خواص علاجية وتشخيصية .,خواص غير هجومية .,,,A,ABCD,قدرة اختراق عالية تسمح بتدمير الأورام السطحية والعميقة .,
2986,Y1,Physics,Chemistry and Physics,القانون الذي ينص على أن تشوه مادة يتناسب طرديا مع القوى التي تحدث التشوه هو:,ما هو القانون الذي ينص على أن تشوه مادة يتناسب طرديا مع القوى التي تحدث التشوه؟,قانون بولتزمان,قانون هوك,قانون هاينغز,قانون اینشتاین,,,B,ABCD,قانون هوك,
2987,Y3,Physics,Chemistry and Physics,يمكن تفسير ثنائية الإصدار في طيف بخار الصوديوم بالاعتماد على :,علام نعتمد لتفسير لثنائية الإصدار في طيف بخار الصوديوم؟,النظرية الذرية,العدد الكمومي المداري الثانوي,العدد الكمومي المداري المغنطيسي,العدد الكمومي السيني,,,A,ABCD,النظرية الذرية,
2989,Y1,Physics,Chemistry and Physics,المعادلة التي تعبر عن انخفاض الطاقة في الموائع هي:,ما هي المعادلة التي تعبر عن انخفاض الطاقة في الموائع؟,معادلة بيرنولي,معادلة الاستمرارية,معادلة اينشتاين,معادلة كومتون,,,A,ABCD,معادلة بيرنولي,
3001,Y1,Physics,Chemistry and Physics,تفاعل اشعاع الليزر مع النسج لا يحدث إلا عندما:,متى يحدث تفاعل اشعاع الليزر مع النسج؟,تمتصه النسج .,تعكسه .,تنثره .,تمرره .,,,A,ABCD,تمتصه النسج .,
3003,Y1,Chemistry,Chemistry and Physics,تأخذ الشبكات الأيونية لكلوريد الصوديوم وأكسيد المغنزيوم بنية:,ما هي البنية التي تأخذها الشبكات الأيونية لكلوريد الصوديوم وأكسيد المغنزيوم؟,رباعية الوجوه,مكعبية,ثمانية الوجوه,مسدسة الشكل,,,B,ABCD,مكعبية,
3013,Y1,Physics,Chemistry and Physics,إن العمل الذي يقوم به المائع على المائع الذي يتقدمه في وحدة الجريان هو,ما هو العمل الذي يقوم به المائع على المائع الذي يتقدمه في وحدة الجريان؟,الحجم,الضغط,الطاقة,الحركة,,,B,ABCD,الضغط,
3024,Y1,Physics,Chemistry and Physics,تقدر الكمية الوسطية للأوزون في الغلاف الجوي بنحو :,ما هي الكمية الوسطية للأوزون في الغلاف الجوي؟,200 DU,250 DU,300 DU,350 DU,,,C,ABCD,300 DU,
3027,Y1,Physics,Chemistry and Physics,يشيع في التشخيص الطبي إستخدام النكليد الإشعاعي المماكب :,ما هو النكليد الإشعاعي المماكب الذي يشيع استخدامه في التشخيص الطبي؟,التكنسيوم - 99,المولبيدن - 99,التيرتيوم - 3,الكربون - 14,,,A,ABCD,التكنسيوم - 99,
3041,Y1,Chemistry,Chemistry and Physics,ان نصف القطر الذري عبر الدور الثالث (من اليسار الي اليمين) :,كيف يتغير نصف القطر الذري عبر الدور الثالث من اليسار إلى اليمين؟,يتناقص,يتزايد,يبقى ثابتاً,يتعلق بشحنة الايون,,,A,ABCD,يتناقص,
3054,Y3,Physics,Chemistry and Physics,– اذا كان الاشعاع وحيد فإنه يكون مؤلفا من كمية من الفوتونات :,إذا كان الإشعاع وحيد الطول الموجي فمن أي نوع من الفوتونات يكون مؤلفاً؟,المتساوية الطاقات,المختلفة الطاقات,المتباعدة الطاقات,المتقاربة الطاقات,,,A,ABCD,المتساوية الطاقات,
3056,Y3,Physics,Chemistry and Physics,– الأمواج الميكانيكية التي تنشأ عن الوحدات المحركة في الالياف ولا تدركها الاذن :,ما هي الأمواج الميكانيكية التي تنشأ عن الوحدات المحركة في الألياف ولا تدركها الأذن؟,الأمواج الصوتية,الأمواج فوق الصوتية,الأمواج تحت الصوتية,لا شيء مما سبق,,,C,ABCD,الأمواج تحت الصوتية,
3064,Y1,Physics,Chemistry and Physics,عند استخدام تقنية التصوير SPECT يعطى المريض عنصر مشع مصدر :,ما هو مصدر العنصر المشع الذي يعطى للمريض عند استخدام تقنية التصوير SPECT؟,لجسيمات الفا .,لأشعة غاما .,لجسيمات بيتا .,كل ما ذكر صحيح .,,,B,ABCD,لأشعة غاما .,
3065,Y1,Physics,Chemistry and Physics,نحصل في التصوير الومضاني للجزء المصور من جسم المريض على صورة : متعددة المقاطع :,ما نوع الصورة التي نحصل عليها في التصوير الومضاني للجزء المصور من جسم المريض؟,ثنائية البعد .,ثلاثية البعد .,متعددة المقاطع .,كل الإجابات السابقة صحيحة .,,,A,ABCD,ثنائية البعد .,
3066,Y1,Physics,Chemistry and Physics,إذا تضيق قطر الشريان الى ثلث قيمته الأصلية عند مريض مصاب بمرض وعاني وقلبي وبقي هبوط الضغط فيه على حاله فإن معدل جريان الدم ينخفض إلى :,إذا تضيق قطر الشريان إلى ثلث قيمته الأصلية عند مريض مصاب بمرض وعائي وقلبي وبقي هبوط الضغط فيه على حاله، إلى كم ينخفض معدل جريان الدم؟,.. 1/16 من قيمته الأصلية.,81/1 من قيمته الأصلية .,1/6 من قيمته الأصلية.,27/1 من قيمته الأصلية .,,,B,ABCD,81/1 من قيمته الأصلية .,
3096,Y1,Gastroenterology,Internal Medicine,السكريات التي لا تحتاج أثناء امتصاصها من الأمعاء الدقيقة لوجود الصوديوم هي:,ما هي السكريات التي لا تحتاج أثناء امتصاصها من الأمعاء الدقيقة لوجود الصوديوم؟,الغلوكوز.,الفركتوز.,الغالاكتوز.,اللاكتوز.,,,B,ABCD,الفركتوز.,
3099,Y1,Gastroenterology,Internal Medicine,الأنزيم المعوي الذي يحول مولد التربسين إلى تربسين هو:,ما هو الأنزيم المعوي الذي يحول مولد التربسين إلى تربسين؟,الإنتيروكيناز.,الأمينوبولي ببتيداز.,المالتاز.,الليباز.,,,A,ABCD,الإنتيروكيناز.,
3100,Y1,Gastroenterology,Internal Medicine,العامل الهرموني الذي يحرض إفراز عصارة بنكرياسية غنية بالإنزيمات الهاضمة هو:,ما هو العامل الهرموني الذي يحرض إفراز عصارة بنكرياسية غنية بالإنزيمات الهاضمة؟,الكوليسيستوكينين CCK,السكرتين.,الغاسترين.,الهيستامين.,,,A,ABCD,الكوليسيستوكينين CCK,
3101,Y1,Gastroenterology,Internal Medicine,الإنزيم الذي يفكك سكر اللبن (اللاكتوز) إلى غلوكوز وغالاكتوز:,ما هو الإنزيم الذي يفكك سكر اللبن (اللاكتوز) إلى غلوكوز وغالاكتوز؟,الإنتيروكيناز.,الأمينو ببتيداز.,السكراز.,اللاكتاز.,,,D,ABCD,اللاكتاز.,
3109,Y1,Gastroenterology,Internal Medicine,مستودع الصفراء خارج أوقات الهضم ويعمل على تكثيفها:,ما هو مستودع الصفراء خارج أوقات الهضم والذي يعمل على تكثيفها؟,البنكرياس.,جزر لانغرهانس.,الكبد.,المرارة.,,,D,ABCD,المرارة.,
3115,Y1,Gastroenterology,Internal Medicine,الشوارد التي يكون تركيزها أقل في اللعاب منه في البلازما:,ما هي الشوارد التي يكون تركيزها أقل في اللعاب منه في البلازما؟,صوديوم وبيكربونات.,صوديوم وكلور.,بيكربونات وكلور.,بوتاسيوم وكلور.,,,B,ABCD,صوديوم وكلور.,
3117,Y1,Gastroenterology,Internal Medicine,هرمون يحفز إفراز عصارة بنكرياسية غنية بالأنزيمات الهاضمة:,ما هو الهرمون الذي يحفز إفراز عصارة بنكرياسية غنية بالأنزيمات الهاضمة؟,السكرتين.,الكوليسيستوكينين CCK,الغاسترين.,الهيستامين.,,,B,ABCD,الكوليسيستوكينين CCK,
3118,Y1,Gastroenterology,Internal Medicine,سكر لا يحتاج للصوديوم من أجل عملية امتصاصه:,ما هو السكر الذي لا يحتاج للصوديوم من أجل عملية امتصاصه؟,الغلوكوز.,الغالاكتوز.,الفركتوز.,السكروز.,,,C,ABCD,الفركتوز.,
3120,Y1,Neurology,Internal Medicine,الناقل العصبي الذي يتحرر من العصبونات بعد العقدة في القسم الودي هو:,ما هو الناقل العصبي الذي يتحرر من العصبونات بعد العقدة في القسم الودي؟,أستيل كولين.,نورابينفرين.,أدرينالين.,النورابينفرين أو الأستيل كولين.,,,D,ABCD,النورابينفرين أو الأستيل كولين.,
3121,Y1,Neurology,Internal Medicine,يتحدد نمط استجابة العضو المعصب بواسطة الجهاز العصبي المستقل (استثارة أو تثبيط) بـ:,ما الذي يحدد نمط استجابة العضو المعصب بواسطة الجهاز العصبي المستقل (استثارة أو تثبيط)؟,كونه معصب بالقسم الودي.,كونه معصب بالقسم اللاودي.,كونه معصب بالقسمين معاً.,نمط المستقبلات الموجودة في العضو.,,,D,ABCD,نمط المستقبلات الموجودة في العضو.,
3127,Y1,Neurology,Internal Medicine,الناقل الكيميائي الذي تحرره جميع العصبونات قبل العقدة هو:,ما هو الناقل الكيميائي الذي تحرره جميع العصبونات قبل العقدة؟,الأستيل كولين.,السيروتونين.,الأدرينالين.,النور أدرينالين.,,,A,ABCD,الأستيل كولين.,
3130,Y1,Neurology,Internal Medicine,جميع الألياف اللا ودية بعد العقدية يتحرر من طرفياتها:,ما هو الناقل العصبي الذي يتحرر من طرفيات جميع الألياف اللاودية بعد العقدية؟,أستيل كولين.,نور أدرينالين.,دوبامين.,أستيل التميم A.,,,A,ABCD,أستيل كولين.,
3140,Y1,Cardiology,Internal Medicine,الميزة التي تتمتع بها قنوات IF في النسيج العقدي القلبي التي يمكنها من توليد التنبيه عفوياً:,ما هي الميزة التي تتمتع بها قنوات IF في النسيج العقدي القلبي التي تمكنها من توليد التنبيه عفوياً؟,عندما تنفتح يتجاوز التيار الداخل من الصوديوم التيار الخارج من البوتاسيوم,عندما تنفتح يتجاوز التيار الخارج من البوتاسيوم التيار الداخل من الصوديوم,تتأثر هذه القنوات بالأدرينالين أكثر من الأستيل كولين,تبقى هذه القنوات مفتوحة خلال كامل فترة زوال الاستقطاب,,,A,ABCD,عندما تنفتح يتجاوز التيار الداخل من الصوديوم التيار الخارج من البوتاسيوم,
3141,Y1,Cardiology,Internal Medicine,الفائدة الوظيفية من التأخير الزمني في لكامن الفعل لمدة 0.1 ثانية عند مروره في العقدة الأذينية البطينية هو:,ما هي الفائدة الوظيفية من التأخير الزمني في كمون الفعل لمدة 0.1 ثانية عند مروره في العقدة الأذينية البطينية؟,إنهاء تقلص الأذينات قبل بدء تقلص البطينات.,يطيل فترة تقلص الأذينة.,يطيل فترة كامن الفعل.,يحمي عضلة القلب من التكزز.,,,A,ABCD,إنهاء تقلص الأذينات قبل بدء تقلص البطينات.,
3147,Y1,Cardiology,Internal Medicine,في حال توقف العقدة الجيبية الأذينية عن العمل فإن البطينات:,ماذا يحدث للبطينات في حال توقف العقدة الجيبية الأذينية عن العمل؟,تتوقف عن العمل,تتباطأ انقباضاتها,تتسرع انقباضاتها,لا تتأثر,,,B,ABCD,تتباطأ انقباضاتها,
3149,Y1,Cardiology,Internal Medicine,سبب ظهور طور الهضبة في كامن فعل العضلة القلبية هو:,ما هو سبب ظهور طور الهضبة في كامن فعل العضلة القلبية؟,دخول شوارد الكالسيوم.,دخول شوارد الصوديوم.,عدم دخول شوارد البوتاسيوم.,ليس أياً مما سبق.,,,A,ABCD,دخول شوارد الكالسيوم.,
3152,Y1,Cardiology,Internal Medicine,يعود طور الهضبة في كمون عمل الليف العضلي القلبي إلى انفتاح أقنية:,ما هو سبب طور الهضبة في كمون عمل الليف العضلي القلبي؟,الصوديوم.,الكالسيوم.,البوتاسيوم.,الكلور.,,,B,ABCD,الكالسيوم.,
3175,Y4,Oncology,Internal Medicine,تلعب المعالجة الإشعاعية دوراً هاما في علاج أورام الخصية من النمط المنوي وذلك بتطبيقها على :,ما هي المناطق التي تطبق عليها المعالجة الإشعاعية في علاج أورام الخصية من النمط المنوي؟,الورم البدني,سلسلة العقد اللمفاوية الحرقفية والأبهرية,سلسلة العقد الإربية,المنصف,التقائل الرئوية,,B,ABCDE,سلسلة العقد اللمفاوية الحرقفية والأبهرية,
3180,Y4,Oncology,Internal Medicine,لا تعتبر المعالجة الشعاعية معالجة شافية إذا استخدمت لوحدها في المراحل المبكرة من أورام :,ما هي الأورام التي لا تعتبر المعالجة الشعاعية معالجة شافية لها إذا استخدمت لوحدها في المراحل المبكرة؟,اللسان,الحبل الصوتي,الثدي,البروستات,عنق الرحم,,C,ABCDE,الثدي,
3186,Y4,Oncology,Internal Medicine,في حال تقرر إجراء تشعيع وقائي للقحف بجرعة ٢ غري في كل جلسة فإن الجرعة الكلية الموصى بها :,ما هي الجرعة الكلية الموصى بها في حال تقرر إجراء تشعيع وقائي للقحف بجرعة ٢ غري في كل جلسة؟,۱۸ غري,٢٤ غري,٣٠ غري,٣٦ غري,٤٢ غري,,C,ABCDE,٣٠ غري,
3187,Y4,Oncology,Internal Medicine,عند إجراء المعالجة الشعاعية بطريق التجزئة المفرطة فإن الزمن الأقل الفاصل بين كل جلستين هو :,ما هو الزمن الأقل الفاصل بين كل جلستين عند إجراء المعالجة الشعاعية بطريق التجزئة المفرطة؟,ساعتان,٣ ساعات,٤ ساعات,٥ ساعات,٦ ساعات,,E,ABCDE,٦ ساعات,
3191,Y1,Gastroenterology,Internal Medicine,يحول مولد الببسين إلى ببسين:,ما الذي يحول مولد الببسين إلى ببسين؟,حمض كلور الماء الموجود في المعدة.,العامل الداخلي.,الفيتامين B12,الغلوكاغون.,السوماتوستائين.,,A,ABCDE,حمض كلور الماء الموجود في المعدة.,
3202,Y5,Neurology,Internal Medicine,عمي ربعي علوي أيمن مماثل يحدث بسبب إصابة في:,ما هو سبب حدوث عمى ربعي علوي أيمن مماثل؟,الفصل الصدغي,الفصل الجداري,العصب البصري,التصالب البصري,السبيل البصري,,A,ABCDE,الفصل الصدغي,
3207,Y5,Neurology,Internal Medicine,الصداع المزمن هو الصداع الذي يتطور خلال أكثر من:,ما هي المدة الزمنية التي يتطور خلالها الصداع المزمن؟,أسبوعين,3أسابيع,4أسابيع,6أسابيع,8أسابيع,,C,ABCDE,4أسابيع,
3209,Y5,Neurology,Internal Medicine,صداع غير نابض ثنائي الجانب قد يرتبط بتشنج عضلات الرقبة:,ما هو نوع الصداع غير النابض ثنائي الجانب الذي قد يرتبط بتشنج عضلات الرقبة؟,الشقيقة,الصداع العنقودي,صداع التوتر,ألم العصب مثلث التوائم,الألم العصبي التالي للهوبس,,C,ABCDE,صداع التوتر,
3284,Y3,Microbiology,Microbiology,يحدث التكيس للجيارديا اللمبلية في:,أين يحدث التكيس للجيارديا اللمبلية؟,التراب,القولونات,الماء,أثناء التغوط,الصائم,,D,ABCDE,أثناء التغوط,
3288,Y3,Microbiology,Microbiology,الذبابة ذهبية العيون Chrysop هي ثوي ناقل ل,ما هي الذبابة ذهبية العيون Chrysop ثوي ناقل له؟,الفخرية البنكروفتية,كلابية الذئب الملتوية,اللوا لوا,المحرشفة الصغيرة,المثقبية الكروزية,,C,ABCDE,اللوا لوا,
3293,Y3,Microbiology,Microbiology,تظهر إيجابية اختبار سابين فيلدمان بعد العدوى ب:,ما هي الفترة الزمنية الذي تظهر فيها إيجابية اختبار سابين فيلدمان بعد العدوى به؟,24 ساعة,1-2 أسبوع,4-6 أسبوع,ثلاثة أشهر,ستة أشهر,,B,ABCDE,1-2 أسبوع,ما هي الفترة الزمنية الذي تظهر فيها إيجابية اختبار سابين فيلدمان بعد العدوى به؟
3315,Y3,Microbiology,Microbiology,تنتهي المرحلة الخارج خلوية للمتصورات بتحرر:,ما الذي تنتهي به المرحلة الخارج خلوية للمتصورات؟,الأقاسيم المتحركة,المتقسمة,الشكل الخاتمي,الشكل الأميبي,الحيوانات البوغية,,A,ABCDE,الأقاسيم المتحركة,
3335,Y3,Microbiology,Microbiology,تتكاثر خبيطيات الفخرية البنكروفتية في:,أين تتكاثر خبيطيات الفخرية البنكروفتية؟,امعاء البعوض,الغدد اللعابية للبعوض,الأوعية اللمفاوية للانسان,أمعاء الانسان,جوف الجوادف,,C,ABCDE,الأوعية اللمفاوية للانسان,
3336,Y3,Microbiology,Microbiology,يستخدم عقار melarsporol في علاج:,ما هو المرض الذي يستخدم عقار melarsporol في علاجه؟,الأسطوانية البرازية,الشعرية الحلزونية,الفخرية البنكروفيتية,المثقبية الغامبية,التنينة المدينية,,D,ABCDE,المثقبية الغامبية,
3338,Y3,Microbiology,Microbiology,هناك امكانية لانتقال العدوى الطفيلية من شخص لاخر عند الخمج التالي ب,ما هو الخمج الطفيلي الذي يمكن أن ينتقل من شخص لآخر؟,الصفر الخراطيني,الملقوة العنجية,المسلكة شعرية الرأس,المرمية الدودية,المشوكة الحبيبية,,D,ABCDE,المرمية الدودية,
3341,Y3,Microbiology,Microbiology,أفضل أماكن الخزع التشخيصية القندية في جسم الإنسان:,ما هي أفضل أماكن الخزع التشخيصية القندية في جسم الإنسان؟,الكبد,الطحال,الدماغ,العقد اللمفاوية,الدم ونقي العظم,,B,ABCDE,الطحال,
3365,Y3,Microbiology,Microbiology,المسبب لداء هجرة اليرقات الجلدي :,ما هو المسبب لداء هجرة اليرقات الجلدي؟,الشريطية,الديدان القوسية,الشعرية الحلزونية,مشركة الشفة اللجوجة,,,B,ABCDE,الديدان القوسية,
3371,Y3,Microbiology,Microbiology,العلاج المناسب المتحولة العصبية: naegleria fowleria,ما هو العلاج المناسب للمتحولة العصبية naegleria fowleri؟,البرازيكونتيل,النيكلوساميد,الأمفوتريسين,الكينين,المترونيدازول,,C,ABCDE,الأمفوتريسين,
3386,Y3,Microbiology,Microbiology,تتوضع يرقات الأسطوانية الوعائية عند الإنسان في,أين تتوضع يرقات الأسطوانية الوعائية عند الإنسان؟,الرئة,العضلات,الدم,الجهاز العصبي المركزي,الأمعاء,,D,ABCDE,الجهاز العصبي المركزي,
3408,Y3,Microbiology,Microbiology,الشكل المعدي للانسان من متفرعة الخصية الصينية,ما هو الشكل المعدي للإنسان من متفرعة الخصية الصينية؟,البيضة,خليفة المذنبة,الحيوان البوغي,المذنب,المهذبة .,,B,ABCDE,خليفة المذنبة,
3410,Y3,Microbiology,Microbiology,تتوضع الأسطوانية البرازية عند الإنسان في,أين تتوضع الأسطوانية البرازية عند الإنسان؟,الجزء النهائي من الدقاق,الجزء الأمامي من الصائم,الاثنى عشر,الأعور,القولونات,,B,ABCDE,الجزء الأمامي من الصائم,
3472,Y5,Ophthalmology,Ophthalmology,العصب الذي يصاب في متلازمة قاع الحجاج هو :,ما هو العصب الذي يصاب في متلازمة قاع الحجاج؟,العصب العيني,العصب الوجهي,العصب الفكي العلوي,العصب الدمعي,العصب المحرك العيني,,C,ABCDE,العصب الفكي العلوي,
3499,Y5,Ophthalmology,Ophthalmology,الحول المتقارب تعريفا هو الحالة التي:,ما هو تعريف الحول المتقارب؟,لا يتلاقى فيها المحوران البصريان عند الجسم المنظور,يتلاقى فيها المحوران البصريان في نقطة تقع أمام الجسم المنظور,يتلاقى فيها المحوران البصريان في نقطة تقع خلف الجسم المنظور,يتلاقي فيها محورا الرؤية في نقطة تقع أمام الجسم المنظور,يتلاقى فيها محورا الرؤية في نقطة تقع خلف الجسم المنظور,,D,ABCDE,يتلاقي فيها محورا الرؤية في نقطة تقع أمام الجسم المنظور,
3514,Y5,Ophthalmology,Ophthalmology,يحدث فيض الدمع Epiphora بسبب:,ما هي أسباب حدوث فيض الدمع Epiphora؟,زيادة إفراز الدمع الأساسي,تخريش الملتحمة,نقص إفراز أساسي مع زيادة إفراز انعكاسي,نقص في التصريف,لا شيء مما ذكر,,D,ABCDE,نقص في التصريف,
